scenario,take_uid,tracked_object,camera,total_displacement
cooking,8acb2112-465c-4088-b502-65fd9704dd77,noodles package_1,gp03,2761.67
cooking,8acb2112-465c-4088-b502-65fd9704dd77,noodles_0,aria01_214-1,38170.16
cooking,8acb2112-465c-4088-b502-65fd9704dd77,noodles_0,gp03,3998.67
cooking,8acb2112-465c-4088-b502-65fd9704dd77,oil bottle_0,aria01_214-1,47053.79
cooking,8acb2112-465c-4088-b502-65fd9704dd77,onion package_0,aria01_214-1,2563.62
cooking,8acb2112-465c-4088-b502-65fd9704dd77,oyster sauce bottle_0,aria01_214-1,92912.1
cooking,8acb2112-465c-4088-b502-65fd9704dd77,oyster sauce bottle_0,gp03,2856.57
cooking,8acb2112-465c-4088-b502-65fd9704dd77,salt container _0,aria01_214-1,107111.66
cooking,8acb2112-465c-4088-b502-65fd9704dd77,salt container _0,gp02,3216.22
cooking,8acb2112-465c-4088-b502-65fd9704dd77,white bowl_0,aria01_214-1,35489.03
cooking,8acb2112-465c-4088-b502-65fd9704dd77,white bowl_0,gp01,2924.08
cooking,8acb2112-465c-4088-b502-65fd9704dd77,white bowl_1,aria01_214-1,5261.34
cooking,8acb2112-465c-4088-b502-65fd9704dd77,white bowl_1,gp01,2873.43
cooking,8acb2112-465c-4088-b502-65fd9704dd77,white electric kettle_0,aria01_214-1,58992.45
cooking,8acb2112-465c-4088-b502-65fd9704dd77,white electric kettle_0,gp02,13632.06
cooking,8acb2112-465c-4088-b502-65fd9704dd77,white kitchen tongs_0,aria01_214-1,108310.21
cooking,961e4bc4-8a41-4f0c-ba12-bc198b9b15f2,cucumber_0,aria01_214-1,452.46
cooking,961e4bc4-8a41-4f0c-ba12-bc198b9b15f2,green knife_0,aria01_214-1,6018.0
cooking,961e4bc4-8a41-4f0c-ba12-bc198b9b15f2,green knife_0,cam01,4523.33
cooking,961e4bc4-8a41-4f0c-ba12-bc198b9b15f2,white bowl_0,aria01_214-1,5620.97
cooking,961e4bc4-8a41-4f0c-ba12-bc198b9b15f2,white bowl_0,cam01,2100.95
cooking,961e4bc4-8a41-4f0c-ba12-bc198b9b15f2,wooden chopping board_0,aria01_214-1,7381.25
cooking,961e4bc4-8a41-4f0c-ba12-bc198b9b15f2,wooden chopping board_0,cam01,1542.37
cooking,96d772ac-01e0-4e53-85e5-4ce45e58b6f1,Chopping Board_0,aria01_214-1,32403.56
cooking,96d772ac-01e0-4e53-85e5-4ce45e58b6f1,Chopping Board_0,cam01,375.36
cooking,96d772ac-01e0-4e53-85e5-4ce45e58b6f1,Gas Lighter_0,aria01_214-1,30235.39
cooking,96d772ac-01e0-4e53-85e5-4ce45e58b6f1,Gas Lighter_0,cam01,1370.27
cooking,96d772ac-01e0-4e53-85e5-4ce45e58b6f1,Green Onion_0,aria01_214-1,9072.75
cooking,96d772ac-01e0-4e53-85e5-4ce45e58b6f1,Pasteurized Butter Pack_0,aria01_214-1,17538.19
cooking,96d772ac-01e0-4e53-85e5-4ce45e58b6f1,Pasteurized Butter Pack_0,cam01,401.09
cooking,96d772ac-01e0-4e53-85e5-4ce45e58b6f1,Pizza Blend Pack_0,aria01_214-1,24387.97
cooking,96d772ac-01e0-4e53-85e5-4ce45e58b6f1,Pizza Blend Pack_0,cam01,2882.13
cooking,96d772ac-01e0-4e53-85e5-4ce45e58b6f1,Skillet_0,aria01_214-1,29826.36
cooking,96d772ac-01e0-4e53-85e5-4ce45e58b6f1,Skillet_0,cam01,7170.32
cooking,96d772ac-01e0-4e53-85e5-4ce45e58b6f1,Sliced Tomato_0,aria01_214-1,31051.52
cooking,96d772ac-01e0-4e53-85e5-4ce45e58b6f1,Sliced Tomato_0,cam01,962.41
cooking,96d772ac-01e0-4e53-85e5-4ce45e58b6f1,Stainless Steel Bowl_0,aria01_214-1,35991.75
cooking,96d772ac-01e0-4e53-85e5-4ce45e58b6f1,Stainless Steel Bowl_0,cam01,3475.46
cooking,96d772ac-01e0-4e53-85e5-4ce45e58b6f1,Stainless Steel Flat Plate_0,aria01_214-1,14741.84
cooking,96d772ac-01e0-4e53-85e5-4ce45e58b6f1,Stainless Steel Flat Plate_0,cam01,5778.02
cooking,a0179553-bc47-441f-a83e-ae6e021032e0,bowl of milk_0,aria01_214-1,9340.53
cooking,a0179553-bc47-441f-a83e-ae6e021032e0,bowl of milk_0,cam01,3648.15
cooking,a0179553-bc47-441f-a83e-ae6e021032e0,cloth napkin_0,aria01_214-1,12396.75
cooking,a0179553-bc47-441f-a83e-ae6e021032e0,cloth napkin_0,cam01,3420.87
cooking,a0179553-bc47-441f-a83e-ae6e021032e0,plastic container of sugar_0,aria01_214-1,8237.1
cooking,a0179553-bc47-441f-a83e-ae6e021032e0,plastic container of sugar_0,cam01,3132.58
cooking,a0179553-bc47-441f-a83e-ae6e021032e0,plate_0,aria01_214-1,8398.0
cooking,a0179553-bc47-441f-a83e-ae6e021032e0,plate_0,cam01,1317.78
cooking,a0179553-bc47-441f-a83e-ae6e021032e0,saucepan_0,aria01_214-1,11554.19
cooking,a0179553-bc47-441f-a83e-ae6e021032e0,saucepan_0,cam01,3548.95
cooking,f1bdf9f3-4f65-4c70-b8ba-b3d4607c0cff,chopping board_0,aria01_214-1,45190.03
cooking,f1bdf9f3-4f65-4c70-b8ba-b3d4607c0cff,egg carton_0,aria01_214-1,4454.41
cooking,f1bdf9f3-4f65-4c70-b8ba-b3d4607c0cff,egg carton_0,gp03,2171.95
cooking,f1bdf9f3-4f65-4c70-b8ba-b3d4607c0cff,kitchen knife_0,aria01_214-1,39027.11
cooking,f1bdf9f3-4f65-4c70-b8ba-b3d4607c0cff,kitchen knife_0,gp02,5768.0
cooking,f1bdf9f3-4f65-4c70-b8ba-b3d4607c0cff,kitchen paper_0,aria01_214-1,26702.73
cooking,f1bdf9f3-4f65-4c70-b8ba-b3d4607c0cff,kitchen paper_0,gp03,885.93
cooking,f1bdf9f3-4f65-4c70-b8ba-b3d4607c0cff,leek package_0,aria01_214-1,20048.23
cooking,f1bdf9f3-4f65-4c70-b8ba-b3d4607c0cff,leek package_0,gp01,368.2
cooking,f1bdf9f3-4f65-4c70-b8ba-b3d4607c0cff,nonstick frying pan_0,aria01_214-1,42215.48
cooking,f1bdf9f3-4f65-4c70-b8ba-b3d4607c0cff,nonstick frying pan_0,gp03,5649.63
cooking,f1bdf9f3-4f65-4c70-b8ba-b3d4607c0cff,scrambled egg_0,aria01_214-1,1280.43
cooking,f1bdf9f3-4f65-4c70-b8ba-b3d4607c0cff,scrambled egg_0,gp01,13.11
cooking,f1bdf9f3-4f65-4c70-b8ba-b3d4607c0cff,spaghetti tong_0,aria01_214-1,40305.7
cooking,f1bdf9f3-4f65-4c70-b8ba-b3d4607c0cff,spaghetti_0,aria01_214-1,16789.7
cooking,f1bdf9f3-4f65-4c70-b8ba-b3d4607c0cff,spaghetti_0,gp02,2905.4
cooking,f1bdf9f3-4f65-4c70-b8ba-b3d4607c0cff,stainless steel fork_0,aria01_214-1,16222.43
cooking,f1bdf9f3-4f65-4c70-b8ba-b3d4607c0cff,stainless steel fork_0,gp01,1744.02
cooking,f1bdf9f3-4f65-4c70-b8ba-b3d4607c0cff,white ceramic plate_0,aria01_214-1,16650.04
cooking,f1bdf9f3-4f65-4c70-b8ba-b3d4607c0cff,white cereal bowl_0,aria01_214-1,1585.72
cooking,f1bdf9f3-4f65-4c70-b8ba-b3d4607c0cff,wooden spatula_0,aria01_214-1,29789.18
cooking,f1bdf9f3-4f65-4c70-b8ba-b3d4607c0cff,wooden spatula_0,gp02,14031.5
health,04d87074-8116-4f09-b6e5-10670c9e772d,CPR dummy,aria02_214-1,9495.78
health,04d87074-8116-4f09-b6e5-10670c9e772d,CPR dummy,cam01,420.21
health,0827f0fc-4f33-4a6e-b7b3-89165585d79f,CPR dummy,aria02_214-1,10922.77
health,0827f0fc-4f33-4a6e-b7b3-89165585d79f,CPR dummy,cam01,241.46
health,40dc3bbc-c8c4-4e6d-a2a5-32a357f3c291,covid-19 antigen test package_0,aria02_214-1,10100.19
health,40dc3bbc-c8c4-4e6d-a2a5-32a357f3c291,covid-19 antigen test package_0,cam01,3072.38
health,40dc3bbc-c8c4-4e6d-a2a5-32a357f3c291,covid-19 test card pack_0,aria02_214-1,10965.12
health,40dc3bbc-c8c4-4e6d-a2a5-32a357f3c291,covid-19 test card pack_0,cam01,6042.72
health,40dc3bbc-c8c4-4e6d-a2a5-32a357f3c291,covid-19 test nasal swab pack_0,aria02_214-1,8977.06
health,40dc3bbc-c8c4-4e6d-a2a5-32a357f3c291,covid-19 test nasal swab pack_0,cam01,3908.64
health,40dc3bbc-c8c4-4e6d-a2a5-32a357f3c291,covid-19 test nasal swab_0,aria02_214-1,4195.27
health,40dc3bbc-c8c4-4e6d-a2a5-32a357f3c291,covid-19 test nasal swab_0,cam01,9822.55
health,40dc3bbc-c8c4-4e6d-a2a5-32a357f3c291,covid-19 test solution tube_0,aria02_214-1,9123.09
health,40dc3bbc-c8c4-4e6d-a2a5-32a357f3c291,covid-19 test solution tube_0,cam01,6623.09
health,40dc3bbc-c8c4-4e6d-a2a5-32a357f3c291,white table_0,aria02_214-1,7065.79
health,40dc3bbc-c8c4-4e6d-a2a5-32a357f3c291,yellow scissor_0,aria02_214-1,9324.8
health,40dc3bbc-c8c4-4e6d-a2a5-32a357f3c291,yellow scissor_0,cam01,1596.71
health,45cb84f9-a925-43f8-aa7e-0fba6e23a86e,Covid-19 Test Pack_0,aria01_214-1,9436.36
health,45cb84f9-a925-43f8-aa7e-0fba6e23a86e,Covid-19 Test Pack_0,cam01,5592.71
health,45cb84f9-a925-43f8-aa7e-0fba6e23a86e,Disposable swab package_0,aria01_214-1,4072.39
health,45cb84f9-a925-43f8-aa7e-0fba6e23a86e,Disposable swab package_0,cam01,6558.43
health,45cb84f9-a925-43f8-aa7e-0fba6e23a86e,Solution Tube Package_0,aria01_214-1,6649.87
health,45cb84f9-a925-43f8-aa7e-0fba6e23a86e,Solution Tube Package_0,cam01,358.87
health,45cb84f9-a925-43f8-aa7e-0fba6e23a86e,Test Device_0,aria01_214-1,3360.0
health,45cb84f9-a925-43f8-aa7e-0fba6e23a86e,Test Device_0,cam01,2094.42
health,6d1847fe-d2d2-4a11-80fb-1cf5ff6d965a,Flowflex rapid antigen test kit_0,aria01_214-1,30197.17
health,6d1847fe-d2d2-4a11-80fb-1cf5ff6d965a,Flowflex rapid antigen test kit_0,cam03,1606.88
health,6d1847fe-d2d2-4a11-80fb-1cf5ff6d965a,Flowflex test kit instruction manual_0,aria01_214-1,14405.87
health,6d1847fe-d2d2-4a11-80fb-1cf5ff6d965a,Flowflex test kit instruction manual_0,cam01,2043.9
health,6d1847fe-d2d2-4a11-80fb-1cf5ff6d965a,Flowflex test kit instruction manual_1,aria01_214-1,26605.67
health,6d1847fe-d2d2-4a11-80fb-1cf5ff6d965a,Flowflex test kit instruction manual_1,cam03,2666.48
health,6d1847fe-d2d2-4a11-80fb-1cf5ff6d965a,digital timer_0,aria01_214-1,28910.37
health,6d1847fe-d2d2-4a11-80fb-1cf5ff6d965a,digital timer_0,cam03,1355.88
health,6d1847fe-d2d2-4a11-80fb-1cf5ff6d965a,sterile swab package_0,aria01_214-1,27990.42
health,6d1847fe-d2d2-4a11-80fb-1cf5ff6d965a,sterile swab package_0,cam03,6877.07
health,6d1847fe-d2d2-4a11-80fb-1cf5ff6d965a,test cassette package_0,aria01_214-1,9190.85
health,6d1847fe-d2d2-4a11-80fb-1cf5ff6d965a,test cassette package_0,cam01,2887.99
health,6d1847fe-d2d2-4a11-80fb-1cf5ff6d965a,test cassette package_1,aria01_214-1,760.18
health,6d1847fe-d2d2-4a11-80fb-1cf5ff6d965a,test cassette package_1,cam03,416.86
health,6d1847fe-d2d2-4a11-80fb-1cf5ff6d965a,test cassette package_2,aria01_214-1,353.45
health,77b1cae6-7e57-47f9-83ae-c68243792d36,CPR dummy,aria01_214-1,11945.54
health,77b1cae6-7e57-47f9-83ae-c68243792d36,CPR dummy,cam01,1145.8
health,8e3c3065-f05d-4ce2-af8e-f6bbd58d4383,disposable sterile swab pack_0,aria02_214-1,10990.99
health,8e3c3065-f05d-4ce2-af8e-f6bbd58d4383,disposable sterile swab pack_0,cam03,555.26
health,8e3c3065-f05d-4ce2-af8e-f6bbd58d4383,disposable sterile swab pack_1,aria02_214-1,10379.92
health,8e3c3065-f05d-4ce2-af8e-f6bbd58d4383,disposable sterile swab pack_1,cam03,2805.48
health,8e3c3065-f05d-4ce2-af8e-f6bbd58d4383,disposable sterile swab pack_2,aria02_214-1,11381.14
health,8e3c3065-f05d-4ce2-af8e-f6bbd58d4383,disposable sterile swab pack_2,cam03,406.45
health,8e3c3065-f05d-4ce2-af8e-f6bbd58d4383,disposable sterile swab_0,aria02_214-1,3426.01
health,8e3c3065-f05d-4ce2-af8e-f6bbd58d4383,disposable sterile swab_0,cam04,3624.52
health,8e3c3065-f05d-4ce2-af8e-f6bbd58d4383,rapid antigen test kit manual_0,aria02_214-1,11277.06
health,8e3c3065-f05d-4ce2-af8e-f6bbd58d4383,rapid antigen test kit manual_0,cam03,2254.3
health,8e3c3065-f05d-4ce2-af8e-f6bbd58d4383,rapid antigen test kit_0,aria02_214-1,12920.1
health,8e3c3065-f05d-4ce2-af8e-f6bbd58d4383,rapid antigen test kit_0,cam03,2298.32
health,8e3c3065-f05d-4ce2-af8e-f6bbd58d4383,solution tube pack_0,aria02_214-1,11336.51
health,8e3c3065-f05d-4ce2-af8e-f6bbd58d4383,solution tube pack_0,cam03,1807.84
health,8e3c3065-f05d-4ce2-af8e-f6bbd58d4383,test cassette pack_0,aria02_214-1,10733.75
health,8e3c3065-f05d-4ce2-af8e-f6bbd58d4383,test cassette pack_0,cam03,462.39
health,8e3c3065-f05d-4ce2-af8e-f6bbd58d4383,test cassette pack_1,aria02_214-1,10599.35
health,8e3c3065-f05d-4ce2-af8e-f6bbd58d4383,test cassette pack_1,cam03,709.29
health,8e3c3065-f05d-4ce2-af8e-f6bbd58d4383,test cassette pack_2,aria02_214-1,10361.88
health,8e3c3065-f05d-4ce2-af8e-f6bbd58d4383,test cassette pack_2,cam03,718.4
health,8e3c3065-f05d-4ce2-af8e-f6bbd58d4383,test cassette pack_3,aria02_214-1,10307.98
health,8e3c3065-f05d-4ce2-af8e-f6bbd58d4383,test cassette pack_3,cam03,880.81
health,8e3c3065-f05d-4ce2-af8e-f6bbd58d4383,test cassette_0,aria02_214-1,3315.2
health,8e3c3065-f05d-4ce2-af8e-f6bbd58d4383,test cassette_0,cam03,755.21
health,c4c0e97d-135b-4dec-b736-e184442bd42e,buffer tube with package_0,aria01_214-1,3061.07
health,c4c0e97d-135b-4dec-b736-e184442bd42e,buffer tube with package_0,cam03,946.39
health,c4c0e97d-135b-4dec-b736-e184442bd42e,covid-19 rapid antigen test kit _0,aria01_214-1,832.63
health,c4c0e97d-135b-4dec-b736-e184442bd42e,instruction manual_0,aria01_214-1,14715.5
health,c4c0e97d-135b-4dec-b736-e184442bd42e,instruction manual_0,cam02,3302.13
health,c4c0e97d-135b-4dec-b736-e184442bd42e,sterile swab _0,aria01_214-1,6445.55
health,c4c0e97d-135b-4dec-b736-e184442bd42e,sterile swab _0,cam02,3244.23
health,c4c0e97d-135b-4dec-b736-e184442bd42e,sterile swab pack_0,aria01_214-1,23707.89
health,c4c0e97d-135b-4dec-b736-e184442bd42e,sterile swab pack_0,cam02,5290.13
health,c4c0e97d-135b-4dec-b736-e184442bd42e,test cassette _0,aria01_214-1,1557.42
health,c4c0e97d-135b-4dec-b736-e184442bd42e,test cassette _0,cam02,232.38
health,c4c0e97d-135b-4dec-b736-e184442bd42e,test cassette pack_0,aria01_214-1,22467.97
health,c4c0e97d-135b-4dec-b736-e184442bd42e,test cassette pack_0,cam02,2065.88
health,c4c0e97d-135b-4dec-b736-e184442bd42e,test cassette pack_1,aria01_214-1,17568.93
health,c4c0e97d-135b-4dec-b736-e184442bd42e,test cassette pack_1,cam02,2076.13
health,dc1600e9-dd79-4700-882a-9f53cdd29d20,CPR dummy,aria01_214-1,15705.29
health,dc1600e9-dd79-4700-882a-9f53cdd29d20,CPR dummy,cam01,1253.04
health,e469c7e2-bcbd-4cf6-97d7-3f3562e5c1a9,covid 19 test package_0,aria01_214-1,507.51
health,e469c7e2-bcbd-4cf6-97d7-3f3562e5c1a9,covid 19 test package_0,cam02,2783.15
health,e469c7e2-bcbd-4cf6-97d7-3f3562e5c1a9,extraction buffer tube package_0,aria01_214-1,24398.26
health,e469c7e2-bcbd-4cf6-97d7-3f3562e5c1a9,extraction buffer tube package_0,cam02,2027.6
health,e469c7e2-bcbd-4cf6-97d7-3f3562e5c1a9,extraction buffer tube_0,aria01_214-1,20626.73
health,e469c7e2-bcbd-4cf6-97d7-3f3562e5c1a9,extraction buffer tube_0,cam03,5303.03
health,e469c7e2-bcbd-4cf6-97d7-3f3562e5c1a9,instruction manual_0,aria01_214-1,18345.94
health,e469c7e2-bcbd-4cf6-97d7-3f3562e5c1a9,sterile swab package pack_0,aria01_214-1,15491.74
health,e469c7e2-bcbd-4cf6-97d7-3f3562e5c1a9,sterile swab package pack_0,cam03,1439.84
health,e469c7e2-bcbd-4cf6-97d7-3f3562e5c1a9,sterile swab package_0,aria01_214-1,5383.21
health,e469c7e2-bcbd-4cf6-97d7-3f3562e5c1a9,sterile swab package_0,cam03,1299.52
health,e469c7e2-bcbd-4cf6-97d7-3f3562e5c1a9,test device package_0,aria01_214-1,5240.22
health,e469c7e2-bcbd-4cf6-97d7-3f3562e5c1a9,test device package_0,cam03,1295.0
health,e469c7e2-bcbd-4cf6-97d7-3f3562e5c1a9,test device_0,aria01_214-1,9563.73
health,e469c7e2-bcbd-4cf6-97d7-3f3562e5c1a9,test device_0,cam03,376.5
music,2bb3f8db-a6b0-49b8-8c0f-686774acf00a,sheet music,aria01_214-1,7267.32
music,2bb3f8db-a6b0-49b8-8c0f-686774acf00a,sheet music,gp02,39.99
music,2bb3f8db-a6b0-49b8-8c0f-686774acf00a,violin,gp03,879.14
music,2bb3f8db-a6b0-49b8-8c0f-686774acf00a,violin bow,gp01,3335.19
music,2f6dc326-3689-4190-a8f8-674a5e6d688b,piano,aria01_214-1,5364.67
music,2f6dc326-3689-4190-a8f8-674a5e6d688b,piano,gp01,763.32
music,2fe390a8-1506-4420-9008-74199f92797b,guitar,aria01_214-1,27695.53
music,2fe390a8-1506-4420-9008-74199f92797b,guitar,gp03,244.71
music,2fe390a8-1506-4420-9008-74199f92797b,sheet music,aria01_214-1,32681.89
music,2fe390a8-1506-4420-9008-74199f92797b,sheet music,gp03,6.3
music,2fe390a8-1506-4420-9008-74199f92797b,sheet music stand,gp01,269.73
music,464c4a51-a74f-4ff4-9ece-8d38b9c22bfc,guitar,aria01_214-1,4593.83
music,464c4a51-a74f-4ff4-9ece-8d38b9c22bfc,guitar,gp04,403.08
music,464c4a51-a74f-4ff4-9ece-8d38b9c22bfc,sheet music,aria01_214-1,8802.84
music,464c4a51-a74f-4ff4-9ece-8d38b9c22bfc,sheet music,gp04,119.38
music,989b038e-d46c-4433-b968-87b58a4c7037,piano,aria01_214-1,6056.01
music,989b038e-d46c-4433-b968-87b58a4c7037,piano,gp04,353.5
music,b0844d48-90da-4073-9e03-fb8aef700f40,sheet music,aria01_214-1,47643.01
music,b0844d48-90da-4073-9e03-fb8aef700f40,sheet music,gp03,388.23
music,b0844d48-90da-4073-9e03-fb8aef700f40,sheet music stand,gp03,235.8
music,b0844d48-90da-4073-9e03-fb8aef700f40,violin,gp01,6289.03
music,b0844d48-90da-4073-9e03-fb8aef700f40,violin bow,gp03,11860.86
music,bf74fe65-12af-4d4e-a7a6-7885c854ae49,sheet music,aria01_214-1,74772.73
music,bf74fe65-12af-4d4e-a7a6-7885c854ae49,sheet music,gp01,221.32
music,bf74fe65-12af-4d4e-a7a6-7885c854ae49,sheet music stand,gp01,499.52
music,bf74fe65-12af-4d4e-a7a6-7885c854ae49,violin,gp03,8188.95
music,bf74fe65-12af-4d4e-a7a6-7885c854ae49,violin bow,gp02,22909.92
music,c47b2e19-8a8f-4594-9144-8b7be780ab74,guitar,gp01,3173.9
music,c47b2e19-8a8f-4594-9144-8b7be780ab74,sheet music,aria01_214-1,78824.89
music,c47b2e19-8a8f-4594-9144-8b7be780ab74,sheet music,gp04,15.94
music,c47b2e19-8a8f-4594-9144-8b7be780ab74,sheet music stand,gp03,9.12
music,d2218738-2af2-4585-bd1c-af8ad10d7827,guitar,aria01_214-1,27308.01
music,d2218738-2af2-4585-bd1c-af8ad10d7827,guitar,gp01,615.69
music,d2218738-2af2-4585-bd1c-af8ad10d7827,sheet music,aria01_214-1,29434.05
music,d2218738-2af2-4585-bd1c-af8ad10d7827,sheet music,gp04,81.58
music,d2218738-2af2-4585-bd1c-af8ad10d7827,sheet music stand,gp04,23.26
music,e3cb859e-73ca-4cef-8c08-296bafdb43cd,guitar,aria01_214-1,7261.48
music,e3cb859e-73ca-4cef-8c08-296bafdb43cd,guitar,gp01,275.75
music,e3cb859e-73ca-4cef-8c08-296bafdb43cd,sheet music,aria01_214-1,6378.51
music,e3cb859e-73ca-4cef-8c08-296bafdb43cd,sheet music,gp01,65.15
music,e3cb859e-73ca-4cef-8c08-296bafdb43cd,sheet music stand,gp01,112.41
